,title,genre,rating,description,votes,tiers,anger,disgust,fear,joy,neutral,sadness,surprise,genre_list,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
4095,Malibu Rescue,"Action, Comedy, Family",5.5,A ragtag group of aspiring junior lifeguards from The Valley compete against the snobby local kids for bragging rights and the ultimate tower at Malibu beach.,1020.0,6.0,0.09576202,0.022310145,0.014691118,0.06442717,0.7732014,0.004127929,0.025480248,"['Action', 'Comedy', 'Family']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,Light in the Dark,Thriller,5.6,"In the face of unspeakable pain, a couple must find a way to live and love again",38.0,6.0,0.004403985,0.00566257,0.7022497,0.024624046,0.04848103,0.21221404,0.002364548,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4097,Whitney Cummings: Jokes,Comedy,5.6,Plot under wraps.,501.0,6.0,0.092470825,0.039965324,0.03546996,0.060269807,0.6888958,0.065911226,0.01701706,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,Zeitgeist: Addendum,"Documentary, History, War",8.2,"Zeitgeist: Addendum attempts to locate the root causes of the pervasive social corruption, while also offering a solution.",18368.0,9.0,0.06257241,0.5077051,0.008407829,0.005280884,0.3758041,0.034122784,0.006106794,"['Documentary', 'History', 'War']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4099,Shaun the Sheep: The Flight Before Christmas,"Animation, Comedy, Family",7.3,Shaun's seasonal excitement turns to dismay when a farmhouse raid to get bigger stockings for the Flock inadvertently leads to Timmy going missing. Can Shaun get Timmy back before he becomes someone else's present?,1515.0,8.0,0.049137823,0.0271161,0.54531854,0.007333965,0.14713705,0.15297854,0.070977926,"['Animation', 'Comedy', 'Family']",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,Derren Brown: Pushed to the Edge,Reality-TV,7.5,Derren Brown investigates the power of compliance by persuading a member of the public into believing that they have pushed someone to their death.,3781.0,8.0,0.19872253,0.40793294,0.06002673,0.002921406,0.29066652,0.014683686,0.025046255,['Reality-TV'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4101,The Age of Spin: Dave Chappelle Live at the Hollywood Palladium,Comedy,8.1,"Dave Chappelle gives his usual skewed insight into the topics of race, technology, OJ Simpson, and more in a stand up special filmed in Hollywood.",12653.0,9.0,0.013566482,0.027661035,0.002210364,0.032012187,0.8668022,0.008274499,0.049473204,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4102,Brené Brown: The Call to Courage,"Documentary, Drama",7.7,Brené Brown compares courage to vulnerability and gives her audience a call to take chances.,1596.0,8.0,0.015706653,0.014080366,0.13540715,0.12831096,0.6911138,0.006483022,0.008897971,"['Documentary', 'Drama']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4103,Cities of Last Things,"Crime, Drama, Sci-Fi",6.2,"This is a story about a common man who has extraordinary events in his mundane life. The film depicts the protagonist's turns of events in three eras, three seasons, three nights, in the same city, as told with reverse chronology.",1700.0,7.0,0.003292203,0.004408191,0.002359265,0.009891363,0.9352869,0.002665488,0.04209651,"['Crime', 'Drama', 'Sci-Fi']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4104,Kid-E-Cats,"Animation, Adventure, Comedy",7.0,"Three little kittens live in a little town. Cookie, Pudding and their little sister Candy. As any kids like to play, eat sweets and investigate about things around them. Every day their inquisitive mind leads those three to new adventures.",107.0,7.0,0.006589738,0.004159723,0.00163199,0.022198118,0.9496479,0.002469352,0.013303202,"['Animation', 'Adventure', 'Comedy']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105,Mini Force: The Beginning,"Animation, Action, Adventure",4.7,Four animal superheroes called the miniforce transform into robots to protect small and defenceless creatures from the hands of scheming villains.,62.0,5.0,0.056804255,0.028891651,0.034504473,0.013054718,0.84709346,0.011895238,0.007756148,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4106,Zach Galifianakis: Live at the Purple Onion,"Documentary, Comedy",7.2,"A master of the one-liner with an absurd rambling style, Zach's sharp, resonating humor makes his show at the famed Purple Onion in San Francisco one of the funniest performances in recent comedy.",4009.0,8.0,0.005772572,0.023292433,0.001660843,0.898591,0.05443176,0.004521626,0.011729835,"['Documentary', 'Comedy']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,H,Comedy,7.4,"A group of people in a dysfunctional hospital have new challenges every day, while trying to work out love, friendship, and work.",1746.0,8.0,0.030870788,0.44826588,0.004606685,0.006219615,0.45126885,0.043922123,0.014846023,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,Godzilla: City on the Edge of Battle,"Animation, Action, Adventure",5.8,"Humanity's desperate battle to reclaim the Earth from Godzilla continues. The key to defeating the King of the Monsters may be Mechagodzilla, a robotic weapon thought to have been lost nearly 20,000 years ago.",4961.0,6.0,0.008555506,0.014139602,0.07142271,0.003800217,0.8755041,0.012079965,0.014497993,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4109,Rhythm + Flow,"Music, Reality-TV",7.6,"Global superstars Cardi B, Chance the Rapper, and T.I. search for the next breakout hip-hop star.",1622.0,8.0,0.004753733,0.001948213,0.007848498,0.013820482,0.9089565,0.011213865,0.05145864,"['Music', 'Reality-TV']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4110,Girls Incarcerated: Young and Locked Up,"Documentary, Reality-TV, Talk-Show",7.2,A documentary show about troubled girls who are are juvenile delinquents in Madison Juvenile Center,1116.0,8.0,0.00945573,0.1407982,0.12858556,0.07000111,0.16944167,0.45969883,0.022018889,"['Documentary', 'Reality-TV', 'Talk-Show']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4111,Castle & Castle,Drama,6.7,"A drama series set in a law firm, Castle and Castle, in Lagos, Nigeria. Castle and Castle struggles to stay afloat whilst the couple leading it, Remi and Tega Castle, pursue different cases based on what they think is best for the company.",150.0,7.0,0.044034958,0.04127174,0.1145072,0.32596612,0.326261,0.1384858,0.009473287,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4112,Temple,"Adventure, Drama, Horror",3.6,"Three American tourists follow a mysterious map deep into the jungles of Japan searching for an ancient temple. When spirits entrap them, their adventure quickly becomes a horrific nightmare.",5085.0,4.0,0.002865427,0.014289613,0.96666634,0.000774466,0.006783685,0.003040136,0.005580301,"['Adventure', 'Drama', 'Horror']",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4113,Edha,Drama,4.9,"The life of a successful designer and single mother turns upside down when she meets a mysterious man. A mixture of vengeance, passion and dark secrets looms.",648.0,5.0,0.6949304,0.033420622,0.13196042,0.004021559,0.07952771,0.046980113,0.009159253,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4114,Game On! A Comedy Crossover Event,"Comedy, Family",5.5,"Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series.",224.0,6.0,0.008540144,0.002187803,0.004091305,0.5552202,0.21022575,0.003553485,0.21618141,"['Comedy', 'Family']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4115,Amazing Hotels: Life Beyond the Lobby,Documentary,7.7,Giles Coren and Monica Galetti travel the globe visiting some of the world's most incredible hotels. They go beyond the lobby to see the areas that the public never see and roll up their sleeves to work alongside staff.,402.0,8.0,0.011134192,0.007815709,0.04097857,0.078359544,0.5759396,0.005828311,0.27994403,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4116,Warm and Cozy,"Comedy, Romance",6.8,A romantic drama of a man and a woman of opposite personalities and different aims gradually fall in love with each other.,422.0,7.0,0.015060528,0.29532978,0.06871961,0.2293004,0.32150292,0.060461257,0.009625508,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4117,Sunny Bunnies,"Animation, Family",6.8,"The series focuses on 5 colored bunnies (Turbo, Big Boo, Iris, Shiny and Hopper). They are usually in Sunny Park and always have an adventure...",104.0,7.0,0.006734266,0.003821527,0.000906839,0.24004166,0.6623526,0.023264857,0.06287829,"['Animation', 'Family']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,Kabaneri of the Iron Fortress: The Battle of Unato,"Animation, Action, Adventure",6.7,The film chronicles the attempt of the team to take back Unato castle.,1283.0,7.0,0.108540155,0.049617194,0.4172718,0.061576094,0.12866302,0.22568639,0.00864535,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4119,Six Windows in the Desert,"Short, Adventure, Comedy",4.3,"A science fiction short film set in the seventies, tells the story of a missing airplane that crashes in an isolated desert area. After countless failed attempts by the survivors to ...                See full summary »",3139.0,5.0,0.049130432,0.006596604,0.4687142,0.024233079,0.055948783,0.331767,0.06360989,"['Short', 'Adventure', 'Comedy']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4120,Tell Me When,Comedy,5.7,"After his grandpa's passing, Mexican-American Will decides to go ahead with the plans he'd made to help him discover his roots in Mexico.",1033.0,6.0,0.00853394,0.012933577,0.003131561,0.05084506,0.1943903,0.7217705,0.008395024,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4121,Laddaland,"Drama, Horror, Mystery",6.2,"When a family moves to Laddaland, an upscale housing development with large, beautiful homes, they discover life in their new neighborhood isn't so perfect when they encounter a series of ...                See full summary »",2338.0,7.0,0.077135734,0.013816454,0.45819223,0.19123846,0.052204777,0.10455783,0.10285452,"['Drama', 'Horror', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4122,Sword Art Online Alternative: Gun Gale Online,"Animation, Action, Adventure",6.8,"A university student tries out a VR battle royale shooter and quickly establishes herself as one of the most menacing players in the competitive scene thanks to her tiny, lightning-fast avatar LLENN.",2395.0,7.0,0.064840205,0.052659854,0.7096413,0.008487384,0.14743634,0.00383176,0.013103209,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,The Fisherman's Diary,Drama,6.4,"Ekah is determined to go to school in a village of fishermen where a girl child's education is considered a taboo. Her drive to break this old adage gets her embroiled with her father, Solomon's past.",644.0,7.0,0.17585337,0.38581052,0.014526552,0.027286498,0.37712383,0.016955115,0.002444102,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4124,Tughlaq Durbar,"Comedy, Drama, Thriller",5.4,"A budding politician has devious plans to rise in the ranks, until he suddenly develops an alter ego that interferes with his every crooked move.",1635.0,6.0,0.0849551,0.676933,0.005565894,0.005501674,0.1965463,0.009144736,0.021353273,"['Comedy', 'Drama', 'Thriller']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4125,The Joel McHale Show with Joel McHale,Comedy,7.1,"Joel McHale, the snarky star of Community (2009), ridicules the silliest moments reality television, internet videos and TV from around the world have to offer. Each episode also features celebrity guests and a couple of sketches.",2409.0,8.0,0.011510222,0.07041734,0.001242704,0.7430514,0.15467203,0.012164039,0.006942296,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,Here to Heart,"Drama, Romance",7.5,"After ten years of separation, a man and a woman struggle to rebuild their relationship.",245.0,8.0,0.009353779,0.046381462,0.005208472,0.010576363,0.03728025,0.8898458,0.001353898,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4127,Magia Record: Puella Magi Madoka Magica Side Story,"Animation, Action, Drama",6.1,"A magical girl, Iroha Tamaki, searches for her missing sister in the mysterious city of Kamihama, where it is rumored that magical girls can achieve salvation.",373.0,7.0,0.00742264,0.007583652,0.27593166,0.016886557,0.5035202,0.047142502,0.14151277,"['Animation', 'Action', 'Drama']",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4128,Kong: King of the Apes,"Animation, Action, Adventure",5.7,"Kong is saved as a young ape by a young boy, Lucas. Lucas and his family raise kong but Lucas' twin brother is jealous and tries to get rid of Kong.",337.0,6.0,0.464095,0.075754315,0.002334717,0.015238759,0.3047394,0.12507065,0.01276714,"['Animation', 'Action', 'Adventure']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4129,Diabolically Yours,"Crime, Drama, Thriller",6.0,A wealthy amnesiac begins to suspect that his devoted wife is not really his wife and that he is not the man people keep telling him he is.,1467.0,6.0,0.040094566,0.16677411,0.119830325,0.002871505,0.57533723,0.008498648,0.08659358,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4130,The Swindle,"Action, Comedy, Crime",6.2,A rude Roman policeman Nico Giraldi and an English detective team up in search of a gang that has carried out an enormous fraud against the Lloyd's of London.,408.0,7.0,0.30126724,0.67189,0.013264606,0.001071249,0.005843494,0.004288461,0.002375016,"['Action', 'Comedy', 'Crime']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4131,Duisburg - Linea di sangue,"Crime, Drama",5.5,"After a brutal mafia-led massacre in the city of Duisburg, two detectives - one Italian, one Gernan - team up to investigate.Based on true events.",449.0,6.0,0.24527988,0.15320577,0.55232304,0.003188856,0.014828205,0.026411928,0.004762245,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4132,Witch's Court,"Crime, Drama, Mystery",7.4,The story revolves around a special prosecution unit that only deals with sex crimes. The team not only solves difficult cases at present but also brings an unsolved case in the past to light.,434.0,8.0,0.026844567,0.071216084,0.006546489,0.005776772,0.8513197,0.033166703,0.005129719,"['Crime', 'Drama', 'Mystery']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4133,Jewel,Drama,3.5,"A story about an unlikely love, and how some memories can never be forgotten.",144.0,4.0,0.00603138,0.003662308,0.07371931,0.15232824,0.39226317,0.04156672,0.3304288,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4134,Just Short of Perfect,"Comedy, Romance",5.3,"A divorced lawyer falls for a charismatic cardiologist. But when their difference in size leads to family friction, is she ready to listen to her heart?",1047.0,6.0,0.024441555,0.033010818,0.005518936,0.007768137,0.906821,0.010917123,0.011522443,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4135,De verbouwing,"Drama, Thriller",6.0,"Tessa opens her luxurious clinic with a big party. She is smart, beautiful, savvy, and happily married with an intelligent adolescent son. But appearances are deceptive. In reality, her ...                See full summary »",1359.0,6.0,0.036132958,0.027086603,0.060610663,0.48189706,0.2990354,0.03683595,0.058401417,"['Drama', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4136,Dragnet,"Crime, Drama, Film-Noir",6.6,Two homicide detectives investigate the brutal shotgun murder of a crime syndicate member.,1041.0,7.0,0.15923925,0.7788005,0.03885559,0.000695196,0.007116668,0.013614561,0.001678336,"['Crime', 'Drama', 'Film-Noir']",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4137,Danur,Horror,5.3,This movie follows the story of a girl who befriends with 3 ghosts.,891.0,6.0,0.008310901,0.17886801,0.008945747,0.13085191,0.62549,0.032812957,0.014720469,['Horror'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,Earthquake: Legendary,Comedy,7.0,"It follows comedian Earthquake as he shakes up the stage and delivers wave after wave while diving into health as wealth, prostate exams and disciplining kids.",630.0,7.0,0.010352168,0.02009974,0.76406753,0.045009438,0.12566906,0.006507012,0.028295066,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4139,What Did you Eat Yesterday?,"Comedy, Drama, Family",8.2,"Kakei Shiro is a 45 year old lawyer who works at a small law firm. His partner, Yabuki Kenji, is an affable hairdresser in his 40s. They have been together for three years yet Shiro has never told anyone that Kenji is his partner.",435.0,9.0,0.008862386,0.03634483,0.001054968,0.38647744,0.53108627,0.01709478,0.019079348,"['Comedy', 'Drama', 'Family']",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4140,Pasta,"Comedy, Drama, Romance",7.6,"A well-produced, feel-good drama, Pasta is the story of Seo Yoo Kyung, who has endured the grueling job of kitchen assistant at high-class restaurant La Sfera for two years in hopes of ...                See full summary »",935.0,8.0,0.004148135,0.002524482,0.004241742,0.9632682,0.009682788,0.014081391,0.002053192,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4141,Manson Family Vacation,"Comedy, Drama, Thriller",5.8,Two brothers tour Charles Manson murder sites. One is a devoted family man. One is devoted to The Family.,3027.0,6.0,0.020566706,0.5592741,0.002243397,0.011477887,0.37395388,0.029450782,0.00303339,"['Comedy', 'Drama', 'Thriller']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4142,Nazi Death Squads,"Documentary, History, War",7.6,"Testimony from witnesses, survivors and Nazis themselves reveals the truth about the mass executions carried out by the Third Reich's Einsatzgruppen.",644.0,8.0,0.03198983,0.92221975,0.029398534,0.000600882,0.007447298,0.006898973,0.001444882,"['Documentary', 'History', 'War']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4143,Yanxi Palace: Princess Adventures,Drama,5.9,Add a Plot,299.0,6.0,0.014831012,0.003332665,0.003361003,0.007689097,0.946936,0.008139871,0.015710289,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,Abzurdah,"Biography, Drama, Romance",5.4,"Cielo, a wealthy middle-class teenager, meets an older man online and falls obsessively in love. The relationship grows unstable, as she starts reaching unsustainable limits of physical and mental self-destruction.",2063.0,6.0,0.094200134,0.19285862,0.3599941,0.012549069,0.121128,0.21333043,0.0059397,"['Biography', 'Drama', 'Romance']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
